id,numero_ticket,fecha_creacion,fecha_resolucion,categoria_id,tecnico_id,prioridad,estado,descripcion,mttr_horas
8429,TKT-008429,2023-08-06T17:50:00,2023-08-07T22:50:00,2,6,Baja,Resuelto,Ticket de prueba #8429,29
8430,TKT-008430,2024-12-01T16:03:00,2024-12-05T23:03:00,5,2,Alta,Resuelto,Ticket de prueba #8430,103
8431,TKT-008431,2024-12-16T07:02:00,2024-12-20T10:02:00,10,4,Crítica,Resuelto,Ticket de prueba #8431,99
8432,TKT-008432,2023-12-04T12:32:00,2023-12-08T08:32:00,5,2,Baja,Resuelto,Ticket de prueba #8432,92
8433,TKT-008433,2024-07-22T03:35:00,2024-07-26T05:35:00,1,1,Crítica,Resuelto,Ticket de prueba #8433,98
8434,TKT-008434,2023-10-13T14:10:00,2023-10-16T19:10:00,2,6,Media,Resuelto,Ticket de prueba #8434,77
8435,TKT-008435,2023-04-18T03:10:00,2023-04-20T05:10:00,6,5,Crítica,Resuelto,Ticket de prueba #8435,50
8436,TKT-008436,2023-11-13T12:00:00,2023-11-14T16:00:00,1,2,Media,Resuelto,Ticket de prueba #8436,28
8437,TKT-008437,2023-04-20T04:04:00,2023-04-22T19:04:00,9,1,Crítica,Resuelto,Ticket de prueba #8437,63
8438,TKT-008438,2023-01-18T09:11:00,2023-01-22T04:11:00,4,7,Media,Resuelto,Ticket de prueba #8438,91
8439,TKT-008439,2024-05-20T10:33:00,2024-05-23T08:33:00,9,1,Baja,Resuelto,Ticket de prueba #8439,70
8440,TKT-008440,2024-06-29T10:39:00,2024-07-03T18:39:00,3,1,Crítica,Resuelto,Ticket de prueba #8440,104
8441,TKT-008441,2023-08-12T00:54:00,2023-08-13T10:54:00,2,4,Alta,Resuelto,Ticket de prueba #8441,34
8442,TKT-008442,2023-05-14T14:10:00,2023-05-19T07:10:00,7,1,Baja,Resuelto,Ticket de prueba #8442,113
8443,TKT-008443,2023-01-10T18:22:00,2023-01-11T23:22:00,2,1,Baja,Resuelto,Ticket de prueba #8443,29
8444,TKT-008444,2023-03-13T14:38:00,2023-03-17T03:38:00,3,7,Alta,Resuelto,Ticket de prueba #8444,85
8445,TKT-008445,2023-03-07T07:25:00,2023-03-11T23:25:00,3,2,Media,Resuelto,Ticket de prueba #8445,112
8446,TKT-008446,2024-07-10T20:01:00,2024-07-11T06:01:00,4,6,Crítica,Resuelto,Ticket de prueba #8446,10
8447,TKT-008447,2023-02-02T05:01:00,2023-02-06T18:01:00,10,6,Baja,Resuelto,Ticket de prueba #8447,109
8448,TKT-008448,2024-09-03T09:00:00,2024-09-03T19:00:00,5,4,Crítica,Resuelto,Ticket de prueba #8448,10
8449,TKT-008449,2023-03-26T22:15:00,2023-03-31T07:15:00,7,1,Crítica,Resuelto,Ticket de prueba #8449,105
8450,TKT-008450,2024-05-22T04:57:00,2024-05-24T19:57:00,3,1,Alta,Resuelto,Ticket de prueba #8450,63
8451,TKT-008451,2024-01-09T01:44:00,2024-01-12T21:44:00,10,5,Baja,Resuelto,Ticket de prueba #8451,92
8452,TKT-008452,2024-03-20T23:53:00,2024-03-25T18:53:00,4,6,Alta,Resuelto,Ticket de prueba #8452,115
8453,TKT-008453,2023-08-23T07:13:00,2023-08-25T06:13:00,1,1,Crítica,Resuelto,Ticket de prueba #8453,47
8454,TKT-008454,2024-12-28T05:26:00,2024-12-28T22:26:00,6,1,Baja,Resuelto,Ticket de prueba #8454,17
8455,TKT-008455,2023-11-16T18:17:00,2023-11-18T19:17:00,2,4,Media,Resuelto,Ticket de prueba #8455,49
8456,TKT-008456,2023-02-06T11:42:00,2023-02-06T21:42:00,6,1,Media,Resuelto,Ticket de prueba #8456,10
8457,TKT-008457,2023-08-15T21:08:00,2023-08-16T01:08:00,10,4,Crítica,Resuelto,Ticket de prueba #8457,4
8458,TKT-008458,2023-07-27T01:55:00,2023-07-31T16:55:00,10,7,Media,Resuelto,Ticket de prueba #8458,111
8459,TKT-008459,2023-10-28T00:30:00,2023-10-29T16:30:00,2,6,Media,Resuelto,Ticket de prueba #8459,40
8460,TKT-008460,2023-12-13T18:40:00,2023-12-17T10:40:00,7,4,Alta,Resuelto,Ticket de prueba #8460,88
8461,TKT-008461,2023-09-02T07:36:00,2023-09-02T14:36:00,4,7,Crítica,Resuelto,Ticket de prueba #8461,7
8462,TKT-008462,2023-08-19T21:33:00,2023-08-21T20:33:00,8,3,Media,Resuelto,Ticket de prueba #8462,47
8463,TKT-008463,2023-08-15T19:06:00,2023-08-18T23:06:00,6,7,Baja,Resuelto,Ticket de prueba #8463,76
8464,TKT-008464,2024-12-20T00:01:00,2024-12-24T06:01:00,9,3,Baja,Resuelto,Ticket de prueba #8464,102
8465,TKT-008465,2024-02-06T04:43:00,2024-02-08T05:43:00,8,3,Baja,Resuelto,Ticket de prueba #8465,49
8466,TKT-008466,2023-04-05T22:19:00,2023-04-08T06:19:00,9,2,Baja,Resuelto,Ticket de prueba #8466,56
8467,TKT-008467,2023-10-02T12:23:00,2023-10-02T13:23:00,1,2,Alta,Resuelto,Ticket de prueba #8467,1
8468,TKT-008468,2024-10-10T11:55:00,2024-10-14T23:55:00,6,5,Alta,Resuelto,Ticket de prueba #8468,108
8469,TKT-008469,2024-02-02T23:18:00,2024-02-06T10:18:00,3,1,Baja,Resuelto,Ticket de prueba #8469,83
8470,TKT-008470,2024-05-29T03:48:00,2024-06-01T14:48:00,10,1,Media,Resuelto,Ticket de prueba #8470,83
8471,TKT-008471,2023-08-07T05:00:00,2023-08-07T18:00:00,7,3,Baja,Resuelto,Ticket de prueba #8471,13
8472,TKT-008472,2024-09-06T16:35:00,2024-09-11T16:35:00,10,1,Crítica,Resuelto,Ticket de prueba #8472,120
8473,TKT-008473,2023-01-17T19:07:00,2023-01-22T09:07:00,8,7,Alta,Resuelto,Ticket de prueba #8473,110
8474,TKT-008474,2023-02-03T14:21:00,2023-02-04T06:21:00,10,2,Crítica,Resuelto,Ticket de prueba #8474,16
8475,TKT-008475,2024-04-17T15:40:00,2024-04-19T13:40:00,1,3,Crítica,Resuelto,Ticket de prueba #8475,46
8476,TKT-008476,2023-04-07T12:41:00,2023-04-08T09:41:00,3,6,Alta,Resuelto,Ticket de prueba #8476,21
8477,TKT-008477,2023-07-20T23:38:00,2023-07-24T14:38:00,7,3,Crítica,Resuelto,Ticket de prueba #8477,87
8478,TKT-008478,2024-07-04T23:55:00,2024-07-08T09:55:00,9,7,Crítica,Resuelto,Ticket de prueba #8478,82
8479,TKT-008479,2023-06-18T00:09:00,2023-06-22T18:09:00,1,3,Crítica,Resuelto,Ticket de prueba #8479,114
8480,TKT-008480,2023-03-24T00:53:00,2023-03-25T06:53:00,7,7,Alta,Resuelto,Ticket de prueba #8480,30
8481,TKT-008481,2023-08-21T09:31:00,2023-08-23T10:31:00,5,1,Alta,Resuelto,Ticket de prueba #8481,49
8482,TKT-008482,2023-10-26T04:46:00,2023-10-29T23:46:00,8,1,Crítica,Resuelto,Ticket de prueba #8482,91
8483,TKT-008483,2023-10-30T10:13:00,2023-10-30T19:13:00,5,3,Alta,Resuelto,Ticket de prueba #8483,9
8484,TKT-008484,2023-12-30T00:35:00,2023-12-30T07:35:00,1,2,Baja,Resuelto,Ticket de prueba #8484,7
8485,TKT-008485,2024-03-12T23:37:00,2024-03-14T20:37:00,5,4,Media,Resuelto,Ticket de prueba #8485,45
8486,TKT-008486,2023-11-19T13:58:00,2023-11-24T11:58:00,5,2,Crítica,Resuelto,Ticket de prueba #8486,118
8487,TKT-008487,2024-12-05T04:37:00,2024-12-06T13:37:00,4,4,Baja,Resuelto,Ticket de prueba #8487,33
8488,TKT-008488,2023-02-08T19:01:00,2023-02-11T20:01:00,9,2,Alta,Resuelto,Ticket de prueba #8488,73
8489,TKT-008489,2023-11-28T01:41:00,2023-11-30T20:41:00,2,3,Crítica,Resuelto,Ticket de prueba #8489,67
8490,TKT-008490,2024-11-11T09:28:00,2024-11-11T15:28:00,3,7,Media,Resuelto,Ticket de prueba #8490,6
8491,TKT-008491,2024-03-04T00:28:00,2024-03-05T14:28:00,2,4,Baja,Resuelto,Ticket de prueba #8491,38
8492,TKT-008492,2024-03-14T00:10:00,2024-03-14T23:10:00,6,2,Alta,Resuelto,Ticket de prueba #8492,23
8493,TKT-008493,2023-11-27T06:42:00,2023-11-30T19:42:00,2,2,Alta,Resuelto,Ticket de prueba #8493,85
8494,TKT-008494,2023-04-06T14:26:00,2023-04-07T14:26:00,3,5,Baja,Resuelto,Ticket de prueba #8494,24
8495,TKT-008495,2024-08-12T11:19:00,2024-08-17T10:19:00,2,4,Alta,Resuelto,Ticket de prueba #8495,119
8496,TKT-008496,2023-09-30T21:02:00,2023-10-01T10:02:00,7,2,Crítica,Resuelto,Ticket de prueba #8496,13
8497,TKT-008497,2024-09-20T01:22:00,2024-09-24T04:22:00,9,3,Media,Resuelto,Ticket de prueba #8497,99
8498,TKT-008498,2024-07-20T03:28:00,2024-07-21T04:28:00,10,2,Media,Resuelto,Ticket de prueba #8498,25
8499,TKT-008499,2024-09-17T23:25:00,2024-09-21T07:25:00,2,1,Media,Resuelto,Ticket de prueba #8499,80
8500,TKT-008500,2024-08-22T13:41:00,2024-08-26T02:41:00,6,4,Baja,Resuelto,Ticket de prueba #8500,85
8501,TKT-008501,2023-05-20T01:50:00,2023-05-24T13:50:00,7,3,Crítica,Resuelto,Ticket de prueba #8501,108
8502,TKT-008502,2023-10-12T23:26:00,2023-10-17T11:26:00,8,4,Alta,Resuelto,Ticket de prueba #8502,108
8503,TKT-008503,2024-04-19T17:52:00,2024-04-21T15:52:00,7,2,Alta,Resuelto,Ticket de prueba #8503,46
8504,TKT-008504,2023-02-18T17:16:00,2023-02-23T15:16:00,6,1,Baja,Resuelto,Ticket de prueba #8504,118
8505,TKT-008505,2024-10-26T09:15:00,2024-10-30T15:15:00,10,5,Media,Resuelto,Ticket de prueba #8505,102
8506,TKT-008506,2023-12-31T14:56:00,2023-12-31T16:56:00,10,5,Media,Resuelto,Ticket de prueba #8506,2
8507,TKT-008507,2024-06-10T13:07:00,2024-06-10T15:07:00,3,5,Alta,Resuelto,Ticket de prueba #8507,2
8508,TKT-008508,2024-10-05T10:48:00,2024-10-09T21:48:00,2,3,Media,Resuelto,Ticket de prueba #8508,107
8509,TKT-008509,2024-06-25T21:54:00,2024-06-26T17:54:00,6,6,Alta,Resuelto,Ticket de prueba #8509,20
8510,TKT-008510,2023-05-25T00:15:00,2023-05-26T00:15:00,9,7,Crítica,Resuelto,Ticket de prueba #8510,24
8511,TKT-008511,2023-12-12T18:07:00,2023-12-15T15:07:00,2,7,Baja,Resuelto,Ticket de prueba #8511,69
8512,TKT-008512,2023-12-24T05:33:00,2023-12-28T19:33:00,4,7,Baja,Resuelto,Ticket de prueba #8512,110
8513,TKT-008513,2023-12-13T06:00:00,2023-12-15T14:00:00,8,2,Baja,Resuelto,Ticket de prueba #8513,56
8514,TKT-008514,2024-11-17T17:14:00,2024-11-22T01:14:00,1,2,Alta,Resuelto,Ticket de prueba #8514,104
8515,TKT-008515,2023-01-20T03:47:00,2023-01-22T11:47:00,8,4,Crítica,Resuelto,Ticket de prueba #8515,56
8516,TKT-008516,2024-08-29T04:44:00,2024-09-01T21:44:00,2,5,Baja,Resuelto,Ticket de prueba #8516,89
8517,TKT-008517,2023-01-18T10:00:00,2023-01-22T23:00:00,8,1,Crítica,Resuelto,Ticket de prueba #8517,109
8518,TKT-008518,2023-02-05T19:22:00,2023-02-08T10:22:00,5,7,Alta,Resuelto,Ticket de prueba #8518,63
8519,TKT-008519,2023-12-23T22:17:00,2023-12-24T02:17:00,7,5,Baja,Resuelto,Ticket de prueba #8519,4
8520,TKT-008520,2023-11-13T07:32:00,2023-11-15T18:32:00,7,4,Media,Resuelto,Ticket de prueba #8520,59
8521,TKT-008521,2024-07-19T20:19:00,2024-07-21T04:19:00,2,7,Alta,Resuelto,Ticket de prueba #8521,32
8522,TKT-008522,2024-01-17T13:31:00,2024-01-19T20:31:00,10,3,Crítica,Resuelto,Ticket de prueba #8522,55
8523,TKT-008523,2024-10-01T05:36:00,2024-10-03T06:36:00,3,6,Crítica,Resuelto,Ticket de prueba #8523,49
8524,TKT-008524,2023-08-21T05:45:00,2023-08-23T18:45:00,4,2,Alta,Resuelto,Ticket de prueba #8524,61
8525,TKT-008525,2023-08-22T15:48:00,2023-08-22T21:48:00,4,6,Baja,Resuelto,Ticket de prueba #8525,6
8526,TKT-008526,2024-08-07T21:02:00,2024-08-09T15:02:00,7,4,Alta,Resuelto,Ticket de prueba #8526,42
8527,TKT-008527,2024-11-30T03:59:00,2024-12-05T03:59:00,5,1,Media,Resuelto,Ticket de prueba #8527,120
8528,TKT-008528,2023-11-12T06:01:00,2023-11-17T01:01:00,8,4,Media,Resuelto,Ticket de prueba #8528,115
8529,TKT-008529,2023-06-03T18:49:00,2023-06-06T11:49:00,8,4,Baja,Resuelto,Ticket de prueba #8529,65
8530,TKT-008530,2024-10-18T20:47:00,2024-10-21T04:47:00,1,3,Baja,Resuelto,Ticket de prueba #8530,56
8531,TKT-008531,2024-08-20T03:30:00,2024-08-24T09:30:00,1,2,Alta,Resuelto,Ticket de prueba #8531,102
8532,TKT-008532,2023-07-10T07:27:00,2023-07-14T07:27:00,4,4,Alta,Resuelto,Ticket de prueba #8532,96
8533,TKT-008533,2024-11-08T06:29:00,2024-11-09T14:29:00,9,1,Baja,Resuelto,Ticket de prueba #8533,32
8534,TKT-008534,2023-08-12T02:33:00,2023-08-13T12:33:00,4,3,Baja,Resuelto,Ticket de prueba #8534,34
8535,TKT-008535,2023-07-12T11:55:00,2023-07-16T02:55:00,8,6,Baja,Resuelto,Ticket de prueba #8535,87
8536,TKT-008536,2024-03-23T23:35:00,2024-03-24T18:35:00,7,1,Baja,Resuelto,Ticket de prueba #8536,19
8537,TKT-008537,2023-04-22T23:18:00,2023-04-25T11:18:00,7,2,Baja,Resuelto,Ticket de prueba #8537,60
8538,TKT-008538,2024-03-31T06:16:00,2024-04-02T18:16:00,9,4,Media,Resuelto,Ticket de prueba #8538,60
8539,TKT-008539,2023-12-19T09:07:00,2023-12-20T21:07:00,6,3,Crítica,Resuelto,Ticket de prueba #8539,36
8540,TKT-008540,2023-11-09T14:57:00,2023-11-14T14:57:00,4,1,Baja,Resuelto,Ticket de prueba #8540,120
8541,TKT-008541,2024-02-10T16:34:00,2024-02-12T10:34:00,10,2,Crítica,Resuelto,Ticket de prueba #8541,42
8542,TKT-008542,2024-02-17T07:30:00,2024-02-20T17:30:00,1,1,Alta,Resuelto,Ticket de prueba #8542,82
8543,TKT-008543,2023-08-17T17:12:00,2023-08-17T23:12:00,2,3,Alta,Resuelto,Ticket de prueba #8543,6
8544,TKT-008544,2024-04-30T16:47:00,2024-05-05T10:47:00,2,4,Alta,Resuelto,Ticket de prueba #8544,114
8545,TKT-008545,2024-03-19T00:33:00,2024-03-21T20:33:00,1,6,Alta,Resuelto,Ticket de prueba #8545,68
8546,TKT-008546,2023-03-12T16:43:00,2023-03-16T00:43:00,1,7,Media,Resuelto,Ticket de prueba #8546,80
8547,TKT-008547,2023-10-16T09:25:00,2023-10-20T17:25:00,3,5,Media,Resuelto,Ticket de prueba #8547,104
8548,TKT-008548,2024-03-18T02:29:00,2024-03-19T05:29:00,5,6,Crítica,Resuelto,Ticket de prueba #8548,27
8549,TKT-008549,2023-02-04T17:29:00,2023-02-05T21:29:00,7,7,Media,Resuelto,Ticket de prueba #8549,28
8550,TKT-008550,2023-03-22T08:36:00,2023-03-23T09:36:00,2,5,Baja,Resuelto,Ticket de prueba #8550,25
8551,TKT-008551,2023-07-14T14:58:00,2023-07-15T08:58:00,3,5,Media,Resuelto,Ticket de prueba #8551,18
8552,TKT-008552,2024-06-16T23:00:00,2024-06-18T15:00:00,6,1,Media,Resuelto,Ticket de prueba #8552,40
8553,TKT-008553,2023-01-04T20:33:00,2023-01-09T01:33:00,4,3,Baja,Resuelto,Ticket de prueba #8553,101
8554,TKT-008554,2024-11-01T02:25:00,2024-11-02T15:25:00,8,4,Alta,Resuelto,Ticket de prueba #8554,37
8555,TKT-008555,2024-08-17T05:46:00,2024-08-19T19:46:00,4,5,Crítica,Resuelto,Ticket de prueba #8555,62
8556,TKT-008556,2024-07-22T03:13:00,2024-07-26T20:13:00,4,6,Crítica,Resuelto,Ticket de prueba #8556,113
8557,TKT-008557,2024-10-26T04:56:00,2024-10-29T22:56:00,3,6,Crítica,Resuelto,Ticket de prueba #8557,90
8558,TKT-008558,2024-12-13T17:06:00,2024-12-16T17:06:00,2,3,Alta,Resuelto,Ticket de prueba #8558,72
8559,TKT-008559,2023-08-01T21:37:00,2023-08-02T21:37:00,6,6,Media,Resuelto,Ticket de prueba #8559,24
8560,TKT-008560,2023-02-04T05:05:00,2023-02-05T07:05:00,7,4,Baja,Resuelto,Ticket de prueba #8560,26
8561,TKT-008561,2024-02-22T01:41:00,2024-02-23T08:41:00,4,5,Alta,Resuelto,Ticket de prueba #8561,31
8562,TKT-008562,2023-03-16T23:30:00,2023-03-21T01:30:00,9,4,Crítica,Resuelto,Ticket de prueba #8562,98
8563,TKT-008563,2023-01-14T04:32:00,2023-01-16T20:32:00,5,5,Baja,Resuelto,Ticket de prueba #8563,64
8564,TKT-008564,2024-04-28T05:26:00,2024-05-03T02:26:00,5,5,Baja,Resuelto,Ticket de prueba #8564,117
8565,TKT-008565,2023-01-04T10:44:00,2023-01-04T14:44:00,4,5,Baja,Resuelto,Ticket de prueba #8565,4
8566,TKT-008566,2024-03-03T15:34:00,2024-03-04T01:34:00,3,5,Media,Resuelto,Ticket de prueba #8566,10
8567,TKT-008567,2024-03-30T19:40:00,2024-04-01T00:40:00,10,6,Alta,Resuelto,Ticket de prueba #8567,29
8568,TKT-008568,2024-10-11T18:14:00,2024-10-15T19:14:00,1,7,Media,Resuelto,Ticket de prueba #8568,97
8569,TKT-008569,2023-07-08T14:41:00,2023-07-11T09:41:00,2,3,Crítica,Resuelto,Ticket de prueba #8569,67
8570,TKT-008570,2024-08-08T11:15:00,2024-08-11T15:15:00,6,2,Crítica,Resuelto,Ticket de prueba #8570,76
8571,TKT-008571,2024-08-27T16:46:00,2024-08-28T12:46:00,4,7,Media,Resuelto,Ticket de prueba #8571,20
8572,TKT-008572,2023-02-13T14:10:00,2023-02-16T23:10:00,5,7,Crítica,Resuelto,Ticket de prueba #8572,81
8573,TKT-008573,2023-04-12T21:05:00,2023-04-14T17:05:00,7,7,Media,Resuelto,Ticket de prueba #8573,44
8574,TKT-008574,2023-08-25T01:52:00,2023-08-28T18:52:00,7,4,Baja,Resuelto,Ticket de prueba #8574,89
8575,TKT-008575,2023-03-08T21:36:00,2023-03-10T09:36:00,7,4,Baja,Resuelto,Ticket de prueba #8575,36
8576,TKT-008576,2023-03-28T08:45:00,2023-03-28T18:45:00,3,5,Baja,Resuelto,Ticket de prueba #8576,10
8577,TKT-008577,2023-09-19T09:28:00,2023-09-19T23:28:00,3,1,Media,Resuelto,Ticket de prueba #8577,14
8578,TKT-008578,2024-03-05T04:18:00,2024-03-08T03:18:00,8,3,Alta,Resuelto,Ticket de prueba #8578,71
8579,TKT-008579,2024-02-17T05:13:00,2024-02-21T14:13:00,8,5,Crítica,Resuelto,Ticket de prueba #8579,105
8580,TKT-008580,2024-12-20T02:30:00,2024-12-25T01:30:00,4,7,Media,Resuelto,Ticket de prueba #8580,119
8581,TKT-008581,2024-04-07T14:26:00,2024-04-07T18:26:00,7,7,Media,Resuelto,Ticket de prueba #8581,4
8582,TKT-008582,2024-09-17T20:43:00,2024-09-19T15:43:00,2,6,Media,Resuelto,Ticket de prueba #8582,43
8583,TKT-008583,2024-02-22T17:36:00,2024-02-27T08:36:00,10,1,Crítica,Resuelto,Ticket de prueba #8583,111
8584,TKT-008584,2024-01-04T15:18:00,2024-01-05T01:18:00,7,5,Alta,Resuelto,Ticket de prueba #8584,10
8585,TKT-008585,2024-10-21T07:56:00,2024-10-23T13:56:00,7,6,Media,Resuelto,Ticket de prueba #8585,54
8586,TKT-008586,2024-11-22T07:30:00,2024-11-26T06:30:00,6,4,Baja,Resuelto,Ticket de prueba #8586,95
8587,TKT-008587,2024-06-03T08:22:00,2024-06-04T13:22:00,6,4,Crítica,Resuelto,Ticket de prueba #8587,29
8588,TKT-008588,2024-05-08T22:31:00,2024-05-13T16:31:00,9,3,Media,Resuelto,Ticket de prueba #8588,114
8589,TKT-008589,2024-12-05T19:17:00,2024-12-07T15:17:00,9,2,Crítica,Resuelto,Ticket de prueba #8589,44
8590,TKT-008590,2023-03-17T17:43:00,2023-03-22T16:43:00,9,6,Media,Resuelto,Ticket de prueba #8590,119
8591,TKT-008591,2024-03-26T09:19:00,2024-03-29T07:19:00,10,2,Media,Resuelto,Ticket de prueba #8591,70
8592,TKT-008592,2024-09-26T12:02:00,2024-09-28T01:02:00,3,3,Alta,Resuelto,Ticket de prueba #8592,37
8593,TKT-008593,2023-11-29T00:11:00,2023-11-30T21:11:00,7,4,Baja,Resuelto,Ticket de prueba #8593,45
8594,TKT-008594,2023-06-09T03:30:00,2023-06-13T11:30:00,9,2,Alta,Resuelto,Ticket de prueba #8594,104
8595,TKT-008595,2024-08-24T17:34:00,2024-08-29T14:34:00,2,4,Baja,Resuelto,Ticket de prueba #8595,117
8596,TKT-008596,2023-01-04T07:28:00,2023-01-08T04:28:00,7,2,Media,Resuelto,Ticket de prueba #8596,93
8597,TKT-008597,2024-08-26T09:00:00,2024-08-27T14:00:00,9,7,Baja,Resuelto,Ticket de prueba #8597,29
8598,TKT-008598,2023-11-08T06:31:00,2023-11-09T15:31:00,2,6,Media,Resuelto,Ticket de prueba #8598,33
8599,TKT-008599,2024-03-23T19:57:00,2024-03-28T05:57:00,9,1,Crítica,Resuelto,Ticket de prueba #8599,106
8600,TKT-008600,2023-11-23T10:54:00,2023-11-24T02:54:00,1,5,Crítica,Resuelto,Ticket de prueba #8600,16
8601,TKT-008601,2023-04-15T19:52:00,2023-04-18T23:52:00,8,1,Crítica,Resuelto,Ticket de prueba #8601,76
8602,TKT-008602,2024-05-29T06:39:00,2024-06-02T12:39:00,4,6,Baja,Resuelto,Ticket de prueba #8602,102
8603,TKT-008603,2023-08-29T04:39:00,2023-08-30T19:39:00,1,2,Crítica,Resuelto,Ticket de prueba #8603,39
8604,TKT-008604,2024-01-11T18:18:00,2024-01-12T18:18:00,6,1,Baja,Resuelto,Ticket de prueba #8604,24
8605,TKT-008605,2024-02-18T11:28:00,2024-02-20T10:28:00,6,3,Crítica,Resuelto,Ticket de prueba #8605,47
8606,TKT-008606,2023-11-05T16:24:00,2023-11-06T20:24:00,3,5,Baja,Resuelto,Ticket de prueba #8606,28
8607,TKT-008607,2023-01-12T21:58:00,2023-01-16T11:58:00,8,6,Baja,Resuelto,Ticket de prueba #8607,86
8608,TKT-008608,2023-12-16T12:03:00,2023-12-21T04:03:00,6,3,Crítica,Resuelto,Ticket de prueba #8608,112
8609,TKT-008609,2023-08-04T16:45:00,2023-08-08T01:45:00,5,1,Baja,Resuelto,Ticket de prueba #8609,81
8610,TKT-008610,2024-08-08T12:00:00,2024-08-12T16:00:00,1,6,Crítica,Resuelto,Ticket de prueba #8610,100
8611,TKT-008611,2024-01-24T03:26:00,2024-01-28T20:26:00,2,6,Alta,Resuelto,Ticket de prueba #8611,113
8612,TKT-008612,2023-07-18T02:28:00,2023-07-20T03:28:00,7,1,Media,Resuelto,Ticket de prueba #8612,49
8613,TKT-008613,2023-10-28T09:44:00,2023-10-30T09:44:00,7,5,Crítica,Resuelto,Ticket de prueba #8613,48
8614,TKT-008614,2024-12-20T18:05:00,2024-12-23T12:05:00,2,3,Media,Resuelto,Ticket de prueba #8614,66
8615,TKT-008615,2023-08-24T22:57:00,2023-08-29T15:57:00,7,7,Crítica,Resuelto,Ticket de prueba #8615,113
8616,TKT-008616,2023-12-03T14:21:00,2023-12-08T03:21:00,6,3,Crítica,Resuelto,Ticket de prueba #8616,109
8617,TKT-008617,2023-01-18T12:35:00,2023-01-19T13:35:00,5,7,Media,Resuelto,Ticket de prueba #8617,25
8618,TKT-008618,2024-03-03T00:23:00,2024-03-04T01:23:00,4,7,Media,Resuelto,Ticket de prueba #8618,25
8619,TKT-008619,2024-10-06T09:38:00,2024-10-10T04:38:00,10,4,Crítica,Resuelto,Ticket de prueba #8619,91
8620,TKT-008620,2024-01-22T23:03:00,2024-01-25T21:03:00,2,5,Crítica,Resuelto,Ticket de prueba #8620,70
8621,TKT-008621,2023-11-24T16:35:00,2023-11-24T21:35:00,5,1,Alta,Resuelto,Ticket de prueba #8621,5
8622,TKT-008622,2024-10-16T00:12:00,2024-10-18T06:12:00,4,3,Crítica,Resuelto,Ticket de prueba #8622,54
8623,TKT-008623,2023-09-24T10:06:00,2023-09-25T04:06:00,7,1,Media,Resuelto,Ticket de prueba #8623,18
8624,TKT-008624,2024-04-05T19:03:00,2024-04-10T10:03:00,3,2,Media,Resuelto,Ticket de prueba #8624,111
8625,TKT-008625,2023-01-23T19:41:00,2023-01-27T12:41:00,5,3,Media,Resuelto,Ticket de prueba #8625,89
8626,TKT-008626,2023-03-13T21:10:00,2023-03-14T08:10:00,4,3,Alta,Resuelto,Ticket de prueba #8626,11
8627,TKT-008627,2023-12-05T14:38:00,2023-12-08T21:38:00,10,1,Baja,Resuelto,Ticket de prueba #8627,79
8628,TKT-008628,2024-05-01T05:21:00,2024-05-03T09:21:00,7,7,Crítica,Resuelto,Ticket de prueba #8628,52
8629,TKT-008629,2023-05-15T07:03:00,2023-05-17T08:03:00,4,4,Alta,Resuelto,Ticket de prueba #8629,49
8630,TKT-008630,2024-04-02T16:12:00,2024-04-05T01:12:00,2,6,Alta,Resuelto,Ticket de prueba #8630,57
8631,TKT-008631,2023-04-22T01:18:00,2023-04-22T14:18:00,4,4,Crítica,Resuelto,Ticket de prueba #8631,13
8632,TKT-008632,2024-04-11T15:24:00,2024-04-14T06:24:00,10,3,Media,Resuelto,Ticket de prueba #8632,63
8633,TKT-008633,2023-05-12T23:08:00,2023-05-14T10:08:00,10,4,Crítica,Resuelto,Ticket de prueba #8633,35
8634,TKT-008634,2023-08-12T14:05:00,2023-08-15T18:05:00,7,4,Alta,Resuelto,Ticket de prueba #8634,76
8635,TKT-008635,2023-12-03T14:37:00,2023-12-04T06:37:00,3,1,Alta,Resuelto,Ticket de prueba #8635,16
8636,TKT-008636,2023-12-09T08:42:00,2023-12-09T12:42:00,3,5,Alta,Resuelto,Ticket de prueba #8636,4
8637,TKT-008637,2023-11-02T06:35:00,2023-11-07T05:35:00,9,2,Crítica,Resuelto,Ticket de prueba #8637,119
8638,TKT-008638,2024-08-25T14:25:00,2024-08-28T16:25:00,5,1,Media,Resuelto,Ticket de prueba #8638,74
8639,TKT-008639,2024-11-22T12:24:00,2024-11-25T03:24:00,5,7,Crítica,Resuelto,Ticket de prueba #8639,63
8640,TKT-008640,2024-06-02T19:37:00,2024-06-04T22:37:00,10,7,Baja,Resuelto,Ticket de prueba #8640,51
8641,TKT-008641,2024-06-15T15:33:00,2024-06-17T22:33:00,4,5,Baja,Resuelto,Ticket de prueba #8641,55
8642,TKT-008642,2023-11-01T03:34:00,2023-11-04T20:34:00,4,3,Baja,Resuelto,Ticket de prueba #8642,89
8643,TKT-008643,2024-09-30T09:39:00,2024-09-30T16:39:00,5,7,Alta,Resuelto,Ticket de prueba #8643,7
8644,TKT-008644,2023-09-24T14:17:00,2023-09-25T14:17:00,8,1,Crítica,Resuelto,Ticket de prueba #8644,24
8645,TKT-008645,2023-05-22T11:19:00,2023-05-23T22:19:00,6,6,Media,Resuelto,Ticket de prueba #8645,35
